編號,寶可夢,屬性1,屬性2,最高CP,攻擊,防禦,耐力,代,圖片連結,詳情頁
625,劈斬司令,Dark,Steel,3215,232,176,163,5,http://db.pokemonhubs.com/zh/imgs/1436907717606dba220001d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=654
626,爆炸頭水牛,Normal,,3163,195,182,216,5,http://db.pokemonhubs.com/zh/imgs/346136981606dbef93ca4f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=656
627,毛頭小鷹,Normal,Flying,1686,150,97,172,5,http://db.pokemonhubs.com/zh/imgs/974348639606dbf9d95c97.png,http://db.pokemonhubs.com/zh/detail.php?p_id=658
628,勇士雄鷹,Normal,Flying,3491,232,152,225,5,http://db.pokemonhubs.com/zh/imgs/1085967446606dc053c4fad.png,http://db.pokemonhubs.com/zh/detail.php?p_id=659
629,禿鷹丫頭,Dark,Flying,1437,105,139,172,5,http://db.pokemonhubs.com/zh/imgs/391814896606dc1158bacf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=660
630,禿鷹娜,Dark,Flying,2417,129,205,242,5,http://db.pokemonhubs.com/zh/imgs/530836458606dc1cb31a22.png,http://db.pokemonhubs.com/zh/detail.php?p_id=661
631,熔蟻獸,Fire,,2708,204,129,198,5,http://db.pokemonhubs.com/zh/imgs/375658211606dc3354e58d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=663
632,鐵蟻,Bug,Steel,3007,217,188,151,5,http://db.pokemonhubs.com/zh/imgs/17799590606dc427422f5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=665
633,單首龍,Dark,Dragon,1200,116,93,141,5,http://db.pokemonhubs.com/zh/imgs/1007419016606dc52753e69.png,http://db.pokemonhubs.com/zh/detail.php?p_id=666
634,雙首暴龍,Dark,Dragon,2079,159,135,176,5,http://db.pokemonhubs.com/zh/imgs/502821212606dc60832e37.png,http://db.pokemonhubs.com/zh/detail.php?p_id=667
635,三首惡龍,Dark,Dragon,4098,256,188,211,5,http://db.pokemonhubs.com/zh/imgs/1159813914606dc6af050e2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=668
636,燃燒蟲,Bug,Fire,1692,156,107,146,5,http://db.pokemonhubs.com/zh/imgs/1851980377606dc7907c25a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=669
637,火神蛾,Bug,Fire,4106,264,189,198,5,http://db.pokemonhubs.com/zh/imgs/1524911100606dc824e0bd5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=670
638,勾帕路翁,Steel,Fighting,3417,192,229,209,5,http://db.pokemonhubs.com/zh/imgs/392951580606dc966f3183.png,http://db.pokemonhubs.com/zh/detail.php?p_id=671
639,代拉基翁,Rock,Fighting,4181,260,192,209,5,http://db.pokemonhubs.com/zh/imgs/1099028009606dcb3f8ed08.png,http://db.pokemonhubs.com/zh/detail.php?p_id=672
640,畢力吉翁,Grass,Fighting,3417,192,229,209,5,http://db.pokemonhubs.com/zh/imgs/257679173606dcc0c7e5a7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=673
641,龍捲雲,Flying,,3782,266,164,188,5,http://db.pokemonhubs.com/zh/imgs/1330745281606dcca7ebb99.png,http://db.pokemonhubs.com/zh/detail.php?p_id=674
642,雷電雲,Electric,Flying,3782,266,164,188,5,http://db.pokemonhubs.com/zh/imgs/1299441995606dcd6ff23b5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=675
643,萊希拉姆,Dragon,Fire,4565,275,211,205,5,http://db.pokemonhubs.com/zh/imgs/1105991205606dce2b53463.png,http://db.pokemonhubs.com/zh/detail.php?p_id=676
644,捷克羅姆,Dragon,Electric,4565,275,211,205,5,http://db.pokemonhubs.com/zh/imgs/1983927098606dcebc96bfd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=677
645,土地雲,Ground,Flying,4057,261,182,205,5,http://db.pokemonhubs.com/zh/imgs/1339378500606dcf780d4a9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=678
646,酋雷姆,Dragon,Ice,4041,246,170,245,5,http://db.pokemonhubs.com/zh/imgs/797668565606dd01393cdf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=679
647,凱路迪歐,Water,Fighting,4181,260,192,209,5,http://db.pokemonhubs.com/zh/imgs/1512231900606dd0ada8f6d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=680
648,美洛耶塔,Normal,Psychic,4490,250,225,225,5,http://db.pokemonhubs.com/zh/imgs/1158846549606dd132c3bbf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=681
649,蓋諾賽克特,Bug,Steel,3791,252,199,174,5,http://db.pokemonhubs.com/zh/imgs/62008590606dd1c1342f3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=682
650,哈力栗,Grass,,1239,110,106,148,6,http://db.pokemonhubs.com/zh/imgs/1936654087606dd2a6c9776.png,http://db.pokemonhubs.com/zh/detail.php?p_id=683
651,胖胖哈力,Grass,,1943,146,156,156,6,http://db.pokemonhubs.com/zh/imgs/925852068606dd3d562947.png,http://db.pokemonhubs.com/zh/detail.php?p_id=684
652,布里卡隆,Grass,Fighting,3340,201,204,204,6,http://db.pokemonhubs.com/zh/imgs/893672083606dd4d279544.png,http://db.pokemonhubs.com/zh/detail.php?p_id=685
653,火狐狸,Fire,,1162,116,102,120,6,http://db.pokemonhubs.com/zh/imgs/1610450753606dd56ed7c73.png,http://db.pokemonhubs.com/zh/detail.php?p_id=686
654,長尾火狐,Fire,,2049,171,130,153,6,http://db.pokemonhubs.com/zh/imgs/1216760441606dd5e919163.png,http://db.pokemonhubs.com/zh/detail.php?p_id=687
655,妖火紅狐,Fire,Psychic,3459,230,189,181,6,http://db.pokemonhubs.com/zh/imgs/104555371606dd693f229b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=688
656,呱呱泡蛙,Water,,1122,122,84,121,6,http://db.pokemonhubs.com/zh/imgs/2047587766606dd81e1690c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=689
657,呱頭蛙,Water,,1850,168,114,144,6,http://db.pokemonhubs.com/zh/imgs/1295598854606dd8af1a630.png,http://db.pokemonhubs.com/zh/detail.php?p_id=690
658,甲賀忍蛙,Water,Dark,3001,223,152,176,6,http://db.pokemonhubs.com/zh/imgs/2090708552606dd9770cfb4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=691
659,掘掘兔,Normal,,625,68,72,116,6,http://db.pokemonhubs.com/zh/imgs/1763265642606dd9f54f092.png,http://db.pokemonhubs.com/zh/detail.php?p_id=692
660,掘地兔,Normal,Ground,1706,112,155,198,6,http://db.pokemonhubs.com/zh/imgs/1829087815606dda8d9433a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=693
661,小箭雀,Normal,Flying,905,95,80,128,6,http://db.pokemonhubs.com/zh/imgs/318979673606ddb31a7dd7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=694
662,火箭雀,Fire,Flying,1661,145,110,158,6,http://db.pokemonhubs.com/zh/imgs/2026181207606ddbd811c4d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=695
663,烈箭鷹,Fire,Flying,2493,176,155,186,6,http://db.pokemonhubs.com/zh/imgs/2085092741606ddca1b423b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=696
664,粉蝶蟲,Bug,,556,63,63,116,6,http://db.pokemonhubs.com/zh/imgs/716637950606ddd2e19430.png,http://db.pokemonhubs.com/zh/detail.php?p_id=697
665,粉蝶蛹,Bug,,542,48,89,128,6,http://db.pokemonhubs.com/zh/imgs/2139527721606ddda9ab80a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=698
666,彩粉蝶,Bug,Flying,2097,176,103,190,6,http://db.pokemonhubs.com/zh/imgs/1466395706606dde4eaf1b7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=699
667,小獅獅,Fire,Normal,1611,139,112,158,6,http://db.pokemonhubs.com/zh/imgs/1996516069606ddf2229b11.png,http://db.pokemonhubs.com/zh/detail.php?p_id=700
668,火炎獅,Fire,Normal,3129,221,149,200,6,http://db.pokemonhubs.com/zh/imgs/1760699237606de04c615db.png,http://db.pokemonhubs.com/zh/detail.php?p_id=701
669,花蓓蓓,Fairy,,1202,108,120,127,6,http://db.pokemonhubs.com/zh/imgs/1963110376606de0f763211.png,http://db.pokemonhubs.com/zh/detail.php?p_id=702
670,花葉蒂,Fairy,,1732,136,151,144,6,http://db.pokemonhubs.com/zh/imgs/1451239788606de1842e188.png,http://db.pokemonhubs.com/zh/detail.php?p_id=703
671,花潔夫人,Fairy,,3657,212,244,186,6,http://db.pokemonhubs.com/zh/imgs/384418082606de22c5bc13.png,http://db.pokemonhubs.com/zh/detail.php?p_id=704
672,坐騎小羊,Grass,,1414,123,102,165,6,http://db.pokemonhubs.com/zh/imgs/2136164364606de2e6b5095.png,http://db.pokemonhubs.com/zh/detail.php?p_id=705
673,坐騎山羊,Grass,,3163,196,146,265,6,http://db.pokemonhubs.com/zh/imgs/478373499606de37913842.png,http://db.pokemonhubs.com/zh/detail.php?p_id=706
674,頑皮熊貓,Fighting,,1683,145,107,167,6,http://db.pokemonhubs.com/zh/imgs/410312991606de456df7ef.png,http://db.pokemonhubs.com/zh/detail.php?p_id=707
675,流氓熊貓,Fighting,Dark,3281,226,146,216,6,http://db.pokemonhubs.com/zh/imgs/1004858574606de5006640b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=708
676,多麗米亞,Normal,,2387,164,167,181,6,http://db.pokemonhubs.com/zh/imgs/1760300805606de58923cdb.png,http://db.pokemonhubs.com/zh/detail.php?p_id=709
677,妙喵,Psychic,,1424,120,114,158,6,http://db.pokemonhubs.com/zh/imgs/1266349602606de60538918.png,http://db.pokemonhubs.com/zh/detail.php?p_id=710
678,超能妙喵,Psychic,,2401,166,167,179,6,http://db.pokemonhubs.com/zh/imgs/436736683606de6f637908.png,http://db.pokemonhubs.com/zh/detail.php?p_id=711
679,獨劍鞘,Steel,Ghost,1571,135,139,128,6,http://db.pokemonhubs.com/zh/imgs/1171283114606de7f4353be.png,http://db.pokemonhubs.com/zh/detail.php?p_id=712
680,雙劍鞘,Steel,Ghost,2761,188,206,153,6,http://db.pokemonhubs.com/zh/imgs/2126541316606de8720930a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=713
681,堅盾劍怪,Steel,Ghost,1803,97,291,155,6,http://db.pokemonhubs.com/zh/imgs/624073530606de9640da07.png,http://db.pokemonhubs.com/zh/detail.php?p_id=714
682,粉香香,Fairy,,1415,110,113,186,6,http://db.pokemonhubs.com/zh/imgs/1084323809606dea26efa16.png,http://db.pokemonhubs.com/zh/detail.php?p_id=715
683,芳香精,Fairy,,2647,173,150,226,6,http://db.pokemonhubs.com/zh/imgs/200457811606deaba62cc1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=716
684,綿綿泡芙,Fairy,,1333,109,119,158,6,http://db.pokemonhubs.com/zh/imgs/1381307962606deb4f040fc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=717
685,胖甜妮,Fairy,,2486,168,163,193,6,http://db.pokemonhubs.com/zh/imgs/1625277797606debd63574b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=718
686,好啦魷,Dark,Psychic,1048,98,95,142,6,http://db.pokemonhubs.com/zh/imgs/1410628274606dec6fd8c14.png,http://db.pokemonhubs.com/zh/detail.php?p_id=719
687,烏賊王,Dark,Psychic,2667,177,165,200,6,http://db.pokemonhubs.com/zh/imgs/1192524030606decf5b5e43.png,http://db.pokemonhubs.com/zh/detail.php?p_id=720
688,龜腳腳,Rock,Water,1069,96,120,123,6,http://db.pokemonhubs.com/zh/imgs/1529956923606b37d58c7c5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=533
689,龜足巨鎧,Rock,Water,3025,194,205,176,6,http://db.pokemonhubs.com/zh/imgs/547129556606b3aa16f02a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=534
690,垃垃藻,Poison,Water,1202,109,109,137,6,http://db.pokemonhubs.com/zh/imgs/1065679924606b3bcbb11bd.png,http://db.pokemonhubs.com/zh/detail.php?p_id=535
691,毒藻龍,Poison,Dragon,2694,177,207,163,6,http://db.pokemonhubs.com/zh/imgs/1779932745606b3ca7e3d41.png,http://db.pokemonhubs.com/zh/detail.php?p_id=536
692,鐵臂槍蝦,Water,,1230,108,117,137,6,http://db.pokemonhubs.com/zh/imgs/1620730885606c880677f89.png,http://db.pokemonhubs.com/zh/detail.php?p_id=612
693,鋼炮臂蝦,Water,,3124,221,171,174,6,http://db.pokemonhubs.com/zh/imgs/555195980606c88c819a1b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=613
694,傘電蜥,Electric,Normal,1054,115,78,127,6,http://db.pokemonhubs.com/zh/imgs/1226462839606d6afc9d7e4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=625
695,光電傘蜥,Electric,Normal,2939,219,168,158,6,http://db.pokemonhubs.com/zh/imgs/1858918231606d6c8f04409.png,http://db.pokemonhubs.com/zh/detail.php?p_id=626
696,寶寶暴龍,Rock,Dragon,1848,158,123,151,6,http://db.pokemonhubs.com/zh/imgs/1980349007606d6e380a4ce.png,http://db.pokemonhubs.com/zh/detail.php?p_id=627
697,怪顎龍,Rock,Dragon,3537,227,191,193,6,http://db.pokemonhubs.com/zh/imgs/162019082606d71980a930.png,http://db.pokemonhubs.com/zh/detail.php?p_id=628
698,冰雪龍,Rock,Ice,1541,124,109,184,6,http://db.pokemonhubs.com/zh/imgs/2097056820606d75cb0e967.png,http://db.pokemonhubs.com/zh/detail.php?p_id=629
699,冰雪巨龍,Rock,Ice,3168,186,163,265,6,http://db.pokemonhubs.com/zh/imgs/317308709606d7b0a0d5e9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=630
700,仙子伊布,Fairy,,3470,203,205,216,6,http://db.pokemonhubs.com/zh/imgs/273221836606d7f8ae1960.png,http://db.pokemonhubs.com/zh/detail.php?p_id=631
701,摔角鷹人,Fighting,Flying,2724,195,153,186,6,http://db.pokemonhubs.com/zh/imgs/1037618151606d851e7508f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=632
702,咚咚鼠,Electric,Fairy,2081,164,134,167,6,http://db.pokemonhubs.com/zh/imgs/988572801606d8f7b68238.png,http://db.pokemonhubs.com/zh/detail.php?p_id=633
703,小碎鑽,Rock,Fairy,1658,95,285,137,6,http://db.pokemonhubs.com/zh/imgs/1826792742606d92c727fbf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=634
704,黏黏寶,Dragon,,1103,101,112,128,6,http://db.pokemonhubs.com/zh/imgs/254727399606d954ab99c7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=635
705,黏美兒,Dragon,,2303,159,176,169,6,http://db.pokemonhubs.com/zh/imgs/2139912923606d972e70f91.png,http://db.pokemonhubs.com/zh/detail.php?p_id=636
706,黏美龍,Dragon,,3963,220,242,207,6,http://db.pokemonhubs.com/zh/imgs/1007826224606d9e42af8b4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=637
707,鑰圈兒,Steel,Fairy,2204,160,179,149,6,http://db.pokemonhubs.com/zh/imgs/921637114606da83494dc4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=638
708,小木靈,Ghost,Grass,1270,125,103,125,6,http://db.pokemonhubs.com/zh/imgs/1913285890606db570049f1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=649
709,朽木妖,Ghost,Grass,2893,201,154,198,6,http://db.pokemonhubs.com/zh/imgs/1605352046606db7c35c627.png,http://db.pokemonhubs.com/zh/detail.php?p_id=651
710,南瓜精,Ghost,Grass,1359,122,124,127,6,http://db.pokemonhubs.com/zh/imgs/1197815477606dbb66b9b6a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=655
711,南瓜怪人,Ghost,Grass,2549,171,219,146,6,http://db.pokemonhubs.com/zh/imgs/1518739832606dbf022ae2f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=657
712,冰寶,Ice,,1374,117,120,146,6,http://db.pokemonhubs.com/zh/imgs/847187131606dc291ebe27.png,http://db.pokemonhubs.com/zh/detail.php?p_id=662
713,冰岩怪,Ice,,3615,196,240,216,6,http://db.pokemonhubs.com/zh/imgs/291552059606dc3a67630e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=664
714,嗡蝠,Flying,Dragon,754,83,73,120,6,http://db.pokemonhubs.com/zh/imgs/61299735360708f403bda3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=721
715,音波龍,Flying,Dragon,3125,205,175,198,6,http://db.pokemonhubs.com/zh/imgs/176797403760709177cdc95.png,http://db.pokemonhubs.com/zh/detail.php?p_id=722
716,哲爾尼亞斯,Fairy,,5104,275,203,270,6,http://db.pokemonhubs.com/zh/imgs/7282682096071cd5f3074e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=723
717,伊裴爾塔爾,Dark,Flying,5104,275,203,270,6,http://db.pokemonhubs.com/zh/imgs/5846224376071ce87a40aa.png,http://db.pokemonhubs.com/zh/detail.php?p_id=724
718,基格爾德,Dragon,Ground,3855,203,232,239,6,http://db.pokemonhubs.com/zh/imgs/9467768696071cfcd34b18.png,http://db.pokemonhubs.com/zh/detail.php?p_id=725
719,蒂安希,Rock,Fairy,3091,190,285,137,6,http://db.pokemonhubs.com/zh/imgs/21409553556071d0e452575.png,http://db.pokemonhubs.com/zh/detail.php?p_id=726
720,胡帕,Psychic,Ghost,4538,287,206,190,6,http://db.pokemonhubs.com/zh/imgs/1473599186071d17252b5e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=727
721,波爾凱尼恩,Fire,Water,3882,241,210,190,6,http://db.pokemonhubs.com/zh/imgs/12985853726071d373d0192.png,http://db.pokemonhubs.com/zh/detail.php?p_id=728
722,木木梟,Grass,Flying,1196,102,99,169,7,http://db.pokemonhubs.com/zh/imgs/471985619621e33d6ac776.png,http://db.pokemonhubs.com/zh/detail.php?p_id=753
723,投羽梟,Grass,Flying,1950,142,139,186,7,http://db.pokemonhubs.com/zh/imgs/1052108244621e35a54281e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=754
724,狙射樹梟,Grass,Ghost,3137,210,179,186,7,http://db.pokemonhubs.com/zh/imgs/1042207344621e36c97c6f9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=755
725,火斑喵,Fire,,1170,128,79,128,7,http://db.pokemonhubs.com/zh/imgs/179660861621e37d3d05a1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=756
726,炎熱喵,Fire,,1934,174,103,163,7,http://db.pokemonhubs.com/zh/imgs/2012620985621e38889fdff.png,http://db.pokemonhubs.com/zh/detail.php?p_id=757
727,熾焰咆哮虎,Fire,Dark,3387,214,175,216,7,http://db.pokemonhubs.com/zh/imgs/155116543621e3995d9d95.png,http://db.pokemonhubs.com/zh/detail.php?p_id=758
728,球球海獅,Water,,1276,120,103,137,7,http://db.pokemonhubs.com/zh/imgs/1719219931621e3c2da1bb9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=759
729,花漾海獅,Water,,2131,168,145,155,7,http://db.pokemonhubs.com/zh/imgs/34151233621e3cda47637.png,http://db.pokemonhubs.com/zh/detail.php?p_id=760
730,西獅海王,Water,Fairy,3618,232,195,190,7,http://db.pokemonhubs.com/zh/imgs/62692152621e3e03edeb6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=761
731,小篤兒,Normal,Flying,1029,136,59,111,7,http://db.pokemonhubs.com/zh/imgs/1353846749621e867556546.png,http://db.pokemonhubs.com/zh/detail.php?p_id=762
732,喇叭啄鳥,Normal,Flying,1671,159,100,146,7,http://db.pokemonhubs.com/zh/imgs/2101296814621e8792621c4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=763
733,銃嘴大鳥,Normal,Flying,3040,222,146,190,7,http://db.pokemonhubs.com/zh/imgs/724925754621e8861ae2c0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=764
734,貓鼬少,Normal,,994,122,56,134,7,http://db.pokemonhubs.com/zh/imgs/1557275856621e89420bc47.png,http://db.pokemonhubs.com/zh/detail.php?p_id=765
735,貓鼬探長,Normal,,2470,194,113,204,7,http://db.pokemonhubs.com/zh/imgs/1356938721621e89d01bf3b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=766
736,強顎雞母蟲,Bug,,1112,115,85,132,7,http://db.pokemonhubs.com/zh/imgs/864087472621e8a84ea3b1.png,http://db.pokemonhubs.com/zh/detail.php?p_id=767
737,蟲電寶,Bug,Electric,1919,145,161,149,7,http://db.pokemonhubs.com/zh/imgs/649440181621e8b0aee7f8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=768
738,鍬農炮蟲,Bug,Electric,3524,254,158,184,7,http://db.pokemonhubs.com/zh/imgs/1755523241621e8b916aef4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=769
739,好勝蟹,Fighting,,1540,150,104,132,7,http://db.pokemonhubs.com/zh/imgs/1137637208621e8c4e3a140.png,http://db.pokemonhubs.com/zh/detail.php?p_id=770
740,好勝毛蟹,Fighting,Ice,3286,231,138,219,7,http://db.pokemonhubs.com/zh/imgs/956054944621e8ce90e80f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=771
741,花舞鳥,Fire,Flying,2638,196,145,181,7,http://db.pokemonhubs.com/zh/imgs/183794404621f622997fe2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=772
742,萌虻,Bug,Fairy,1004,110,81,120,7,http://db.pokemonhubs.com/zh/imgs/450912027621f6301be769.png,http://db.pokemonhubs.com/zh/detail.php?p_id=773
743,蝶結萌虻,Bug,Fairy,2488,198,146,155,7,http://db.pokemonhubs.com/zh/imgs/1338094425621f63b88935e.png,http://db.pokemonhubs.com/zh/detail.php?p_id=774
744,岩狗狗,Rock,,1074,117,78,128,7,http://db.pokemonhubs.com/zh/imgs/1928609978621f64b7d01b3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=775
745,鬃岩狼人,Rock,,3027,231,140,181,7,http://db.pokemonhubs.com/zh/imgs/659970100621f65a08dd8b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=776
746,弱丁魚,Water,,392,46,43,128,7,http://db.pokemonhubs.com/zh/imgs/870254889621f6639290e5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=777
747,好壞星,Poison,Water,1099,98,110,137,7,http://db.pokemonhubs.com/zh/imgs/996398757621f66ebaac4a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=778
748,超壞星,Poison,Water,1905,114,273,137,7,http://db.pokemonhubs.com/zh/imgs/968673528621f676f77dea.png,http://db.pokemonhubs.com/zh/detail.php?p_id=779
749,泥驢仔,Ground,,2139,175,121,172,7,http://db.pokemonhubs.com/zh/imgs/1101034969621f6853b4463.png,http://db.pokemonhubs.com/zh/detail.php?p_id=780
750,重泥挽馬,Ground,,3443,214,174,225,7,http://db.pokemonhubs.com/zh/imgs/358144501621f68b290dc7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=781
751,滴蛛,Water,Bug,807,72,117,116,7,http://db.pokemonhubs.com/zh/imgs/17043992621f693b4c084.png,http://db.pokemonhubs.com/zh/detail.php?p_id=782
752,滴蛛霸,Water,Bug,2065,126,219,169,7,http://db.pokemonhubs.com/zh/imgs/1286263799621f69b203aaa.png,http://db.pokemonhubs.com/zh/detail.php?p_id=783
753,偽螳草,Grass,,838,100,64,120,7,http://db.pokemonhubs.com/zh/imgs/467446950621f6ad64c46c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=784
754,蘭螳花,Grass,,2711,192,169,172,7,http://db.pokemonhubs.com/zh/imgs/1399830657621f6bf358fae.png,http://db.pokemonhubs.com/zh/detail.php?p_id=785
755,睡睡菇,Grass,Fairy,1168,108,119,120,7,http://db.pokemonhubs.com/zh/imgs/1408749035621f6cc6c5dae.png,http://db.pokemonhubs.com/zh/detail.php?p_id=786
756,燈罩夜菇,Grass,Fairy,2104,154,168,155,7,http://db.pokemonhubs.com/zh/imgs/964876189621f6d5e9b5fc.png,http://db.pokemonhubs.com/zh/detail.php?p_id=787
757,夜盜火蜥,Poison,Fire,1268,136,80,134,7,http://db.pokemonhubs.com/zh/imgs/1080236103621f6e65dd2e8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=788
758,焰后蜥,Poison,Fire,2802,228,130,169,7,http://db.pokemonhubs.com/zh/imgs/1904402721621f6fdf02d5b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=789
759,童偶熊,Normal,Fighting,1529,136,95,172,7,http://db.pokemonhubs.com/zh/imgs/762361841621fa32e94740.png,http://db.pokemonhubs.com/zh/detail.php?p_id=790
760,穿著熊,Normal,Fighting,3524,226,141,260,7,http://db.pokemonhubs.com/zh/imgs/2058024333621fa40fb25db.png,http://db.pokemonhubs.com/zh/detail.php?p_id=791
761,甜竹竹,Grass,,532,55,69,123,7,http://db.pokemonhubs.com/zh/imgs/1795596949621fa6be45d18.png,http://db.pokemonhubs.com/zh/detail.php?p_id=792
762,甜舞妮,Grass,,856,78,94,141,7,http://db.pokemonhubs.com/zh/imgs/2084233440621fa7914936a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=793
763,甜冷美后,Grass,,3351,222,195,176,7,http://db.pokemonhubs.com/zh/imgs/74353839621fa8134dfc6.png,http://db.pokemonhubs.com/zh/detail.php?p_id=794
764,花療環環,Fairy,,2392,165,215,139,7,http://db.pokemonhubs.com/zh/imgs/626582638621fa8c9e695a.png,http://db.pokemonhubs.com/zh/detail.php?p_id=795
765,智揮猩,Normal,Psychic,2770,168,192,207,7,http://db.pokemonhubs.com/zh/imgs/429020921621fa9b7bcfe8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=796
766,投擲猴,Fighting,,3429,222,160,225,7,http://db.pokemonhubs.com/zh/imgs/451816023621faa49540bf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=797
767,膽小蟲,Bug,Water,567,67,74,93,7,http://db.pokemonhubs.com/zh/imgs/1568905965621fab6e33dc7.png,http://db.pokemonhubs.com/zh/detail.php?p_id=798
768,具甲武者,Bug,Water,3575,218,226,181,7,http://db.pokemonhubs.com/zh/imgs/1298037843621fac3d04e4c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=799
769,沙丘娃,Ghost,Ground,1394,120,118,146,7,http://db.pokemonhubs.com/zh/imgs/693286315621fae1ccd69b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=800
770,噬沙堡爺,Ghost,Ground,2763,178,178,198,7,http://db.pokemonhubs.com/zh/imgs/1559982809621faf3b3a705.png,http://db.pokemonhubs.com/zh/detail.php?p_id=801
771,拳海參,Water,,1551,97,224,146,7,http://db.pokemonhubs.com/zh/imgs/392192657621fafdacdf6f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=802
772,屬性：空,Normal,,3012,184,184,216,7,http://db.pokemonhubs.com/zh/imgs/2018587410621fb080947c9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=803
773,銀伴戰獸,Normal,,3336,198,198,216,7,http://db.pokemonhubs.com/zh/imgs/1524032983621fb13a3dba8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=804
774,小隕星,Rock,Flying,1743,116,194,155,7,http://db.pokemonhubs.com/zh/imgs/1427350374621fb20ac261b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=805
775,樹枕尾熊,Normal,,2919,216,165,163,7,http://db.pokemonhubs.com/zh/imgs/465433700621fb27c3bcd8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=806
776,爆焰龜獸,Fire,Dragon,2513,165,215,155,7,http://db.pokemonhubs.com/zh/imgs/1494481645621fb366b15a8.png,http://db.pokemonhubs.com/zh/detail.php?p_id=807
777,托戈德瑪爾,Electric,Steel,2442,190,145,163,7,http://db.pokemonhubs.com/zh/imgs/924388897621fb4bd1de24.png,http://db.pokemonhubs.com/zh/detail.php?p_id=808
